putative_plasmid_0		-82.20208790546192	0.0	-88.64084630410149	0
putative_plasmid_1		-76.6665032905502	0.0	-83.22726570502427	0
putative_plasmid_2		-48.53811469877128	0.0	-52.87257791574707	0
putative_plasmid_3		-41.63920629067225	0.0	-46.54622846281885	0
putative_plasmid_4		-25.887661323365776	0.0	-29.340505357820486	0
putative_plasmid_5		-19.774783457577875	0.0	-22.72651915715976	0
putative_plasmid_6		-18.023316592287337	0.0	-19.978367910077264	0
putative_plasmid_7		-15.474347002865583	0.0	-16.991844833099346	0
putative_plasmid_8		-12.861919926585058	0.0	-13.782494006121677	0
putative_plasmid_9		-11.744303842466365	0.0	-13.505702338716386	0
putative_plasmid_10		-10.321092255453003	0.0	-11.758522119894243	0
putative_plasmid_11		-9.86789144315278	0.0	-10.782494006121677	0
putative_plasmid_12		-9.367748024842367	0.0	-10.758522119894243	0
putative_plasmid_13		-5.3084972757399544	0.0	-5.8876364240815535	0
putative_plasmid_14		-5.279523103588749	0.0	-5.828892350555159	0
putative_plasmid_15		-4.5376333409151925	0.0	-4.9806120552525215	0
putative_plasmid_16		-4.481081211755577	0.0	-4.909264206022335	0
putative_plasmid_17		-4.394628185392218	0.0	-4.825243833975277	0
putative_plasmid_18		-3.7603969210208623	0.0	-4.175503330170945	0
putative_plasmid_19		-2.229156732656875	0.0	-2.317575095237162	0
putative_plasmid_20		-2.230247396811273	1.0	-2.317575095237162	0
putative_plasmid_21		-2.3092793322336505	0.0	-2.317575095237162	0
putative_plasmid_22		-2.249317947352044	0.0	-2.265542574911959	0
putative_plasmid_23		-2.2055423476763067	0.0	-2.2500920311412784	0
putative_plasmid_24		-2.2032178680664947	0.0	-2.271310163876848	0
putative_plasmid_25		-1.4322579731574838	0.0	-1.5660762942779292	0
putative_plasmid_26		-1.4213250943199793	0.0	-1.4708653903329454	0
putative_plasmid_27		-1.4192558057571205	0.0	-1.4671129076670932	0
putative_plasmid_28		-1.415385765802596	0.0	-1.5230618414217694	0
putative_plasmid_29		-1.4116064015155947	0.0	-1.544617066810118	0
putative_plasmid_30		-1.398950334406738	0.0	-1.5092581124597473	0
putative_plasmid_31		-1.3934260709751953	0.0	-1.453267093080513	0
putative_plasmid_32		-1.3880656271281948	0.0	-1.481698322461555	0
putative_plasmid_33		-1.3570179603283363	0.0	-1.4663107967249114	0
putative_plasmid_34		-1.3807180962485086	0.0	-1.4255128938048447	0
putative_plasmid_35		-1.383409053002811	0.0	-1.4132804458025974	0
putative_plasmid_36		-1.3485810420279085	0.0	-1.3636520518536868	0
putative_plasmid_37		-1.3423152836057177	0.0	-1.380852351205514	0
putative_plasmid_38		-1.311706493116134	0.0	-1.3175750952371619	0
putative_plasmid_39		-1.1321525885558583	0.0	-1.1321525885558583	0
putative_plasmid_40		-0.8283966516419833	0.0	-0.8283966516419833	0
putative_plasmid_41		-0.8283966516419833	0.0	-0.8283966516419833	0
questionable_plasmid_42	-0.8212824010914052	0.0	-0.8212824010914052	0
putative_plasmid_42		-0.8142023346303502	0.0	-0.8142023346303502	0
putative_plasmid_43		-0.8142023346303502	0.0	-0.8142023346303502	0
putative_plasmid_44		-0.7342269157866234	0.0	-0.7342269157866234	0
putative_plasmid_45		-0.7103403982016698	0.0	-0.7103403982016698	0
questionable_plasmid_46	-0.6722222222222223	0.0	-0.6722222222222223	0
putative_plasmid_46		-0.6639940791908228	0.0	-0.6639940791908228	0
questionable_plasmid_47	-0.49074074074074076	0.0	-0.49074074074074076	0
putative_plasmid_47		-0.4606051955466743	0.0	-0.4606051955466743	0
questionable_plasmid_48	-0.24396135265700483	0.0	-0.24396135265700483	0
questionable_plasmid_48	-0.07496892866020383	0.0	-0.07496892866020383	0
questionable_plasmid_48	-0.07496892866020383	0.0	-0.07496892866020383	0
