plasmid_0;26-,49-,10+,51+,54+,60-,35+,41+,39-,25+,41+,30+,39-,42-,80+,46+,34-,50-,45-,48+,57+,47+,19+,62-
plasmid_1;60-,65+,36-,64+,51+,54+,60-,35+,41+,39-,25+,41+
plasmid_2;69-,27-,46-,31-,50-,44+,65-,55-,59-,51-,64-,28+,80+,46+,79+,20-,79-
plasmid_3;33+,33+,40+,65-,55-,59-,51-,64-,28+
plasmid_4;43-,13-,46+,79+,37+,46+
plasmid_5;42+,39+
plasmid_6;46+,79+
plasmid_7;75+,81-,55+,65+,75+,16+,78+,70-,68-,82-,74+,66-
plasmid_8;55+,65+,4-,69+,78+,70-,68-,72-,66-
plasmid_9;61-,81-,55+
plasmid_10;43-,62+,6-,47+,11+,49+
plasmid_11;64-,32-,47+,5+,58-,70-,68-,72-,66-
plasmid_12;77+,23+,47+,9+,48+,2-
plasmid_13;33-,7-,47+
plasmid_14;64-,32-,47+
plasmid_15;53+,18+,48+,1+
