putative_plasmid_0		-71.73234959413301	0.0	-71.73234959413294	0
putative_plasmid_1		-28.847935324282414	0.0	-28.847935324282414	0
putative_plasmid_2		-10.265732754447878	0.0	-10.265732754447878	0
putative_plasmid_3		-5.202441244241736	0.0	-5.202441244241736	0
putative_plasmid_4		-5.202441244241736	0.0	-5.202441244241736	0
putative_plasmid_5		-5.11868065892168	0.0	-5.11868065892168	0
putative_plasmid_6		-2.737152229200751	0.0	-2.737152229200751	0
putative_plasmid_7		-2.737152229200751	0.0	-2.737152229200751	0
putative_plasmid_8		-2.737152229200751	0.0	-2.737152229200751	0
putative_plasmid_9		-1.6435260100273232	0.0	-1.6435260100273232	0
questionable_plasmid_10	-1.0	0.0	-1.0	0
putative_plasmid_10		-0.9105156005870935	0.0	-0.9105156005870935	0
putative_plasmid_11		-0.9055235903337169	0.0	-0.9055235903337169	0
questionable_plasmid_12	-0.8907185628742516	0.0	-0.8907185628742516	0
questionable_plasmid_12	-0.8907185628742516	0.0	-0.8907185628742516	0
questionable_plasmid_12	-0.8907185628742516	0.0	-0.8907185628742516	0
questionable_plasmid_12	-0.8907185628742516	0.0	-0.8907185628742516	0
putative_plasmid_12		-0.8596334973614482	0.0	-0.8596334973614482	0
putative_plasmid_13		-0.8596334973614482	0.0	-0.8596334973614482	0
putative_plasmid_14		-0.793968253968254	0.0	-0.793968253968254	0
putative_plasmid_15		-0.793968253968254	0.0	-0.793968253968254	0
putative_plasmid_16		-0.793968253968254	0.0	-0.793968253968254	0
putative_plasmid_17		-0.793968253968254	0.0	-0.793968253968254	0
