putative_plasmid_0		-10.749696559951062	0.0	-12.601591416994864	0
putative_plasmid_1		-3.151729296828082	0.0	-3.303345941179867	0
putative_plasmid_2		-0.7992148065058889	0.0	-0.7992148065058889	0
putative_plasmid_3		-0.763904532046125	0.0	-0.763904532046125	0
putative_plasmid_4		-0.763904532046125	0.0	-0.763904532046125	0
questionable_plasmid_5	-0.7535496957403651	0.0	-0.7535496957403651	0
questionable_plasmid_5	-0.7535496957403651	0.0	-0.7535496957403651	0
questionable_plasmid_5	-0.007237424828679315	0.0	-0.007237424828679315	0
questionable_plasmid_5	-0.007237424828679315	0.0	-0.007237424828679315	0
questionable_plasmid_5	-0.0016436482372148436	0.0	-0.0016436482372148436	0
