plasmid_0;160-,64-,152-,11+,116-,74-,150-,48+,74+,1-,143+,141-,92-,124-,170+
plasmid_1;56+,42-,85+,53+,87+,114-,70+,25+,85+,23-,104-,183-,116-,74-,150-,40-,56-,79+,54-,43-,97-,82+
plasmid_2;150-,76+,90-,70-,47-,62+,58+,68+,130+,39+,54-,127+
plasmid_3;150+,74+,116+,18-,116-
plasmid_4;74+,116+,26+,160-
plasmid_5;74+,116+,14-,152+
plasmid_6;111-,36+,111+,130-,68-,67+,31+,107-,62-,44+
plasmid_7;129-,37-,112+,91+,161+,168+,121+,84-,115-,103-,129-,95-,67+,139-,98-,130+
plasmid_8;94+,115+,84+,117+,161-,91-,113+,149+,94+,89+,76-,104+,96+,123+
plasmid_9;104+,174+,100+,145-,76-,104+,134-,101+,52+,113-,91+
plasmid_10;104+,13-
plasmid_11;104+,4+,124+
